Name,Link,Universe,Other Aliases,Education,Place of Origin,Identity,Known Relatives
Slug,https://www.marvel.com/characters/slug,,['none'],,"['Miami, Florida']",['Publicly known'],['Unknown']
Slyde,https://www.marvel.com/characters/slyde,['Marvel Universe'],['None'],['Unrevealed'],,['Secret'],"['Matt Beacher (Sluyde, half brother, deceased)']"
Smasher,https://www.marvel.com/characters/smasher-vril-rokk,['Marvel Universe'],['None'],['Unrevealed'],"[""Unrevealed planet in the Shi'ar Empire""]",['Secret'],['None']
Smiling Tiger,https://www.marvel.com/characters/smiling-tiger-conrad-mack,['Marvel Universe'],,,,,['Collier Mack (father)']
Smuggler,https://www.marvel.com/characters/smuggler-conrad-josten,['Marvel Universe'],['Unrevealed'],['Unrevealed'],['Unrevealed'],['Secret'],"['Parents (full names unrevealed, deceased), Carl Josten (brother, deceased), Erik Josten (Atlas, brother), Lindy Josten (sister, deceased)']"
SNOWBIRD,https://www.marvel.com/characters/snowbird,['Marvel Universe'],['Formerly Anne McKenzie-Thompson'],"['Tutored by Michael Twoyoungmen, trained as an RCMP colonel']","['Near Resolute Bay, Northwest Territories, Canada']",['Secret'],"['Hodiak (grandfather), Nelvanna (mother), Richard Lawrence Easton (father, deceased), Michael Twoyoungmen (Shaman, foster father), Douglas Thompson (husband, deceased), unnamed son (deceased)']"
Snowblind,https://www.marvel.com/characters/snowblind,['Marvel Universe'],['None known'],['Unrevealed'],"['Manhattan, New York']",['Known to legal authorities'],['None']
Solar Wind,https://www.marvel.com/characters/solar-wind,['Marvel Universe'],['Solar Wind'],['Unrevealed'],['Unrevealed'],['Secret'],['Unrevealed']
Solarr,https://www.marvel.com/characters/solarr,['Marvel Universe'],['None'],['Unrevealed'],"['Carson City, Nevada']",['Publicly known'],['None']
Solarr,https://www.marvel.com/characters/solarr-counter-earth,['Marvel Universe'],['Unrevealed'],['Unrevealed'],"['U.S.A., Counter-Earth']",['Unrevealed'],['Unrevealed']
Solitaire,https://www.marvel.com/characters/solitaire,['Marvel Universe'],['Child of the Makers'],['Unrevealed'],['Unidentified planet within the Microverse'],['Secret'],"['Scion,']"
Solo,https://www.marvel.com/characters/solo-james-bourne,['Marvel Universe'],['None'],['Unrevealed'],['Unrevealed'],['Known to authorities'],['Unrevealed']
Somnus,https://www.marvel.com/characters/somnus-carl-valentino,['Marvel Universe'],['None'],['Unrevealed'],['Unrevealed location in Canada'],['(Previous life) no dual identity; (current life) publicly known on Krakoa'],"['Carlo Valentino (grandfather, deceased), unidentified parents (deceased), Emil Valentino (brother), Sara Valentino (sister, married surname unrevealed), unidentified nieces, nephews, grandnephews, and grandnieces']"
SONGBIRD,https://www.marvel.com/characters/songbird,['Marvel Universe'],"['Screaming Mimi, Mimi Schwartz, Margie Green']",['University student'],"['Shoshoni, Wyoming']",['Known to the U.S. legal authorities'],"['Mimi Gold (mother), Mr. Gold (father) Songkid (son)']"
Sonya Falsworth,https://www.marvel.com/characters/sonya-falsworth,,,,,,
Soul Eater,https://www.marvel.com/characters/soul-eater,['Marvel Universe'],['Soul Survivor'],['Unrevealed'],"['Templeworld (formerly Deo, later Doomsday Star), 5th from the star Denebola, Milky Way Galaxy']","[""Existence unknown to Earth's general populace; identity recorded in Avengers and other files.""]",['None']
Soulfire,https://www.marvel.com/characters/soulfire,['Marvel Universe'],['Unknown'],['Unrevealed'],['Unrevealed'],"['Known to the public as Jason Maldonado, (Soulfire) unknown to the general populace of Earth']","['Esteban (father), mother (unnamed)']"
South Wind,https://www.marvel.com/characters/south-wind-minamiyori,['Marvel Universe'],['Minamiyori  South Wind'],['Unrevealed'],['Unrevealed'],['No dual identity'],['None']
South Wind,https://www.marvel.com/characters/south-wind-unrevealed,['Marvel Universe'],"['The Fiery Breath of the Desert, The Scorching Rake of the Earth']",['Unrevealed'],['Unrevealed'],['Secret'],['Unrevealed']
Specter,https://www.marvel.com/characters/specter,['Marvel Universe'],['None'],['High school level courses at Xavier Institute'],['Unrevealed'],['Secret (known to government officials)'],['Unidentified grandfather (deceased)']
Speed,https://www.marvel.com/characters/speed,,,,,,
Speed Demon,https://www.marvel.com/characters/speed-demon,['Marvel Universe'],"['Jim Sanders, Harvey James, the Whizzer']","[""Master's degree in chemistry""]","['New York, New York']",['Known to the United States government'],['None']
Speedfreek,https://www.marvel.com/characters/speedfreek,['Marvel Universe'],['None'],['Unrevealed'],['Unrevealed'],['Known to the authorities'],"['Kate (daughter, deceased), Leslie Anne Shappe (Crazy Eight, sister, deceased)']"
Sphinx,https://www.marvel.com/characters/sphinx-meryet-karim,['Marvel Universe'],['Numerous unrevealed identities through reincarnation'],"['Unrevealed college education, knowledge retained through centuries of\nreincarnation']",['Egypt'],['Secret'],['None']
Spider-Byte,https://www.marvel.com/characters/spider-byte-earth-22191,['Spider-Verse (Earth-22191)'],,['Some college courses'],,['Secret'],
Spider-Girl,https://www.marvel.com/characters/spider-girl-may-mayday-parker,['MC2 (Earth-982)'],"['Web-Stunner, Mayday, May ""Mayday"" Porker, Hotshot, Spider-Girl (Earth-982)']",['Attending high school.'],"['Manhattan, New York']",['Secret'],"['Peter Parker (Spider-Man, father), Mary Jane Watson-Parker (mother), Benjamin Parker (baby brother), Mary and Richard Parker (grandparents, deceased), Phillip Watson (grandfather), Madeline Watson (grandmother, deceased), Gayle Watson-Byrnes (aunt), Tim Byrnes (uncle), Tommy and Kevin Byrnes (cousins), Anna Watson (great-aunt), Lou & Lorraine Watson (cousins), Kristy Watson (cousin); Ben Parker (great uncle), May Parker (great aunt), ""Uncle"" Ben (clone of father, deceased), Kaine (clone of father), Reilly Tyne (Darkdevil, cousin by clone)']"
Spider-Ham,https://www.marvel.com/characters/spider-ham-peter-porker,['Larval Earth'],,['College student'],['New York City Earth-8311'],['Secret'],"['May Porker (adopted aunt),']"
Spider-Man (Earth-2818),https://www.marvel.com/characters/spider-man-earth-2818-spider-cyborg,['Earth-2818'],['Spider-Cyborg'],,['Earth-2818'],,
Spider-Man,https://www.marvel.com/characters/spider-man-earth-58163,['House of M'],['None'],['Ph.D in biochemistry'],"['New York City, New York']",['World famous celebrity; the general public believes Peter Parker is a mutant'],"['Richard  (father, deceased), Mary  (mother, deceased), Benjamin  (uncle), May  (aunt), Gwen  (wife), Richard  (son), George Stacy (father-in-law)']"
Spider-Man,https://www.marvel.com/characters/spider-man-marvel-zombies,['Earth-2149'],,"['College graduate (biophysics major), doctorate studies in biochemistry (incomplete)']","['New York City, New York']","['Secret, known to certain government officials , known to some family members, certain enemies']","['Richard Parker (father, deceased), Mary Parker (mother, deceased), Benjamin Parker (uncle, deceased), May Parker (aunt, deceased, eaten by Spider-Man), Will Fitzpatrick (grandfather, presumably deceased or infected), Mary Jane Watson-Parker (wife, deceased, eaten by Spider-Man), May Parker (daughter, deceased),']"
Spider-Man,https://www.marvel.com/characters/spider-man-miles-morales,,,,,,
Spider-Man,https://www.marvel.com/characters/spider-man-pavitr-prabhakar-earth-50101,['Earth-50101'],"['“Dhoti-Boy,” “Puny Prabhakar”']",['High school student'],"['Unidentified village, India (Earth-50101)']",['Secret'],"['Unidentified parents (both deceased), Bhim (uncle, deceased), Maya (aunt) — all Earth-50101']"
Spider-Man,https://www.marvel.com/characters/spider-man-peter-parker,,,,,,
Spider-Man,https://www.marvel.com/characters/spider-man-ultimate,['Ultimate Universe'],"['Arthur Simek, Spidey, WebHead, Webslinger, Wall-Crawler,']",['High school (not yet graduated)'],['Unrevealed'],"['Secret, known to S.H.I.E.L.D., May Parker, Mary Jane Watson, Gwen Stacy (deceased), Kitty Pryde, Eddie Brock, Harry Osborn, Norman Osborn, Donald Roxxon, Silver Sable and her Wild Pack, Morbius (seen him without hi']","[""Richard Parker (father, deceased), Mary Parker (mother, deceased), Ben Parker (uncle, deceased), May Parker (aunt), Carnage (created partly from Peter's DNA), Jessica Drew (Spider-Woman, clone), Scorpion (clone), two clones of unspecified names.""]"
Spider-Man 2099,https://www.marvel.com/characters/spider-man-2099-miguel-o-hara,['Marvel 2099 (Earth-928)'],"['S-Man, Miggy, Harbinger of Thor']",['Advanced degree in genetics'],"['Nueva York, USA circa late 21st Century (Earth-928)']",['Secret'],"['Conchata O\'Hara (mother), George O\'Hara (stepfather), Tyler Stone (father), Kron Stone (Venom 2099, half-brother), Gabriel O\'Hara (Firelight, half-brother), Tiberius Stone (ancestor), Gabriel ""Gabri"" O\'Hara (son, Earth-TRN660)']"
Spider-Man Noir,https://www.marvel.com/characters/spider-man-noir,['Earth-90214'],['The Spider-Man'],,"['New York City, NY (Earth-90214)']",['Secret'],"['May Parker (aunt), Ben Parker (uncle)']"
Spider-Punk,https://www.marvel.com/characters/spider-punk-hobie-brown-earth-138,['Earth-138'],['Anarchic Spider-Man'],['Unrevealed'],"['Presumably somewhere in New York City, New York (Earth-138)']",['Secret'],['None']
Spider-Woman,https://www.marvel.com/characters/spider-woman-earth-58163,['House of M'],['None'],['College'],"['London, England']",['No dual identity'],"['Jonathan (father, deceased), Merriem (mother, deceased)']"
Spider-Woman,https://www.marvel.com/characters/spider-woman-jessica-drew,,,,,,
Spider-Woman,https://www.marvel.com/characters/spider-woman-mattie-franklin,['Marvel Universe'],"['Spider-Man, Matt']",['High school student'],"['Rochester, New York']",['Secret'],"['Jeremy Franklin (father, deceased), Bernice Franklin (mother, deceased), Marla Madison (“aunt,” foster mother), J. Jonah Jameson (“uncle,” foster father)']"
Spidercide,https://www.marvel.com/characters/spidercide,['Marvel Universe'],"['Spider-Man, Peter Parker, ""Ultimate Spider-Clone"", ""Freakface"", ""the third Peter Parker""']","[""Possesses some of Parker's collegiate memories""]","[""Professor Warren's Catskills Lab""]",['Secret'],"['Miles Warren (Jackal, creator, original Warren presumed deceased), Peter Parker (Spider-Man, genetic progenitor), Kaine (fellow clone), Ben Reilly (fellow clone, deceased), Guardian (fellow clone, deceased), Jack (fellow clone, deceased), other unnamed clones (fellow clones, deceased), various relations via Peter Parker']"
Spike,https://www.marvel.com/characters/spike,,,,"['Paterson, New Jersey']",,
Spiral,https://www.marvel.com/characters/spiral-rita-wayword,['Mojoverse'],"['Ricochet Rita, Apocalypse, Shiva']",['Unrevealed'],['Unrevealed'],['Secret'],['Unrevealed']
Spirit,https://www.marvel.com/characters/spirit,['Marvel Universe'],['Spirit'],['Unrevealed'],"['Extraterrestrial (from the planet Luphom, destroyed)']",['Publicly known'],"['= Kraa (brother), Zorr (brother, deceased), Nebula (alleged niece)']"
Spirit of '76,https://www.marvel.com/characters/spirit-of-76,['Marvel Universe'],['Captain America'],,"['Philadeliphia, PA']",['Secret'],['Unrevealed']
Spitfire,https://www.marvel.com/characters/spitfire,['Marvel Universe'],"['Jackie Falsworth, Lady Crichton']",['College graduate'],"['Maidstone, England']",['Publicly known'],"['William, Lord Falsworth (grandfather, deceased); Montgomery, Lord Falsworth (Union Jack, father, deceased); Lady Falsworth (mother, deceased); John Falsworth (Baron Blood, uncle, deceased); Brian Falsworth (Union Jack, brother, deceased); Lord Crichton (husband, deceased); Kenneth Crichton (Baron Blood, son, deceased)']"
Spot,https://www.marvel.com/characters/spot,['Marvel Universe'],['The Spot'],['Ph.D. in engineering'],"['Spokane, Washington']",['Known to the authorities'],"['Unidentified ex-wife, Wyatt Ohnn (son)']"
Spot,https://www.marvel.com/characters/spot-ultimate,['Ultimate'],['None'],['Unrevealed'],['Unknown'],['Spot'],['Unknown']
Sprite,https://www.marvel.com/characters/sprite,,,,,,
Spyder,https://www.marvel.com/characters/spyder,['Earth'],['Alue'],,['New York'],,"['Hank MCcoy ""Beast""']"
Spymaster,https://www.marvel.com/characters/spymaster,['Marvel Universe'],"['Ted Calloway, Jake Jordan, Anthony Stark, Harmon Taylor']",['Unrevealed'],['Unrevealed'],['Secret'],['Unrevealed']
Spymaster,https://www.marvel.com/characters/spymaster-nathan-lemon,['Marvel Universe'],"['Number One, Santa Claus']",['Unrevealed'],['Unrevealed'],['Known to the authorities'],['Unrevealed']
Squid,https://www.marvel.com/characters/squid,['Marvel Universe'],"['""Squiddy""']",['High School (unfinished)'],"['New York City, New York']",['Known to authorities'],"['Mike Callahan (father), Unidentified mother (decease)']"
Squid-Boy,https://www.marvel.com/characters/squid-boy,['Marvel Universe'],['None'],['Various courses at Xavier Institute for Higher Learning'],"['Vancouver, Canada']",['Secret'],"['Claude Paré (father), unidentified mother']"
Squirrel Girl,https://www.marvel.com/characters/squirrel-girl-doreen-green,,,,,,
Squorm,https://www.marvel.com/characters/squorm,['Marvel Universe'],['None'],['Unrevealed'],"[""Unrevealed planet in the Shi'ar Empire""]",['Secret'],['None']
Stallior,https://www.marvel.com/characters/stallior,,['None'],,,,
Star Thief,https://www.marvel.com/characters/star-thief-barry-bauman,['Marvel Universe'],['None'],['Extensively self taught'],['Unrevealed'],['Secret'],['Unnamed (parents)']
Star Thief,https://www.marvel.com/characters/star-thief-ditmil-pirvat,['Marvel Universe'],['None'],['Unrevealed'],"['Nagpur, India']",['Secret'],['Unidentified wife and children (all deceased)']
Star-Lord,https://www.marvel.com/characters/star-lord-peter-quill,,,,,,
Star-Thief,https://www.marvel.com/characters/star-thief,['Marvel Universe'],['None'],['Unrevealed'],['Unrevealed'],['Secret'],['Unnamed mother']
Starbolt,https://www.marvel.com/characters/starbolt,['Marvel Universe'],['None'],['Unrevealed'],"[""Unrevealed planet in the Shi'ar Empire""]",['Secret'],['None']
Stardust,https://www.marvel.com/characters/stardust,['Marvel Universe'],['None'],['Unrevealed'],['Unspecified location in the primordial universe'],['Secret'],['Unrevealed']
Starfox,https://www.marvel.com/characters/starfox-eros,['Marvel Universe'],['Knave of Hearts'],['Unrevealed'],"['Titan, moon of Saturn']",['True identity unknown to general populace of Earth'],"['Alars (Mentor, father), Sui-San (mother, deceased), Thanos (brother), Genis-Vell (Photon, adopted son, deceased), Zuras (uncle, deceased), Thena (cousin), Cybele (aunt), Kronos (grandfather), Daina (grandmother), Nebula (alleged grandniece), Donald and Deborah Ritter (second cousins)']"
Starhawk,https://www.marvel.com/characters/starhawk-stakar-ogord-earth-691,['Earth-691'],"['“One Who Knows,” “the Light,” “the Giver of Light,” “Hadji”']","['Unrevealed, includes vast accumulated knowledge from centuries of study and having relived countless variations on his own life through a series of time loops']","['Sisters of Mercy nunnery, planet Vesper, Earth-691']",['Secret'],"['Kismet (Her, mother), Wendell Vaughn (Quasar, father, deceased) and extended Vaughn family, Ogord (adoptive father), Salaan (adoptive mother), Aleta Ogord (Starhawk, ex-wife and adoptive sister), Tara and Sita Ogord (daughters, deceased), John Ogord (son, deceased) — all Reality-691; many unidentified additional adoptive parents within Reality-691 and other alternate timelines']"
Starlight,https://www.marvel.com/characters/starlight,['Marvel Universe'],"['Starlight, formerly Red Guardian, Zdezda Syvet (""Starlight"" in Russian)']",['Doctorate in medicine and extensive training in neurological surgery.'],"['St. Petersburg, Russia']",['Secret'],['Dr. Andrei Belinsky (father)']
Starseed,https://www.marvel.com/characters/starseed,['Marvel Universe'],['He Who was Lost and is Found'],['Unrevealed'],['Earth location currently occupied by Los Angeles'],['Unknown to general public'],['None']
